@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
7487,'2023/06/12 23:32:18:275',11,9.554635,225.590103,21.021046,20.239527,15.143975,0,1,0,0,0
7488,'2023/06/12 23:32:18:287',11,10.134894,232.324417,23.928698,21.474176,15.65371,0,1,0,0,0
7489,'2023/06/12 23:32:18:299',11,10.270164,243.486801,24.677692,21.741085,17.281645,0,1,0,0,0
7490,'2023/06/12 23:32:18:322',11,10.331586,246.741333,24.111589,21.860107,16.710165,0,1,0,0,0
7491,'2023/06/12 23:32:18:333',11,10.284784,245.779999,23.240971,21.797926,15.510232,0,1,0,0,0
7492,'2023/06/12 23:32:18:345',11,10.090875,248.192825,22.828938,21.393618,16.039654,0,1,0,0,0
7493,'2023/06/12 23:32:18:368',11,10.347897,249.018509,22.597431,21.952482,15.516959,0,1,0,0,0
7494,'2023/06/12 23:32:18:380',11,10.827122,250.129456,23.959232,22.89839,15.442563,0,1,0,0,0
7495,'2023/06/12 23:32:18:391',11,11.513739,260.88092,26.427193,24.251978,17.65597,0,1,0,0,0
7496,'2023/06/12 23:32:18:415',11,12.553233,266.230316,29.152716,26.380486,18.634888,0,1,0,0,0
7497,'2023/06/12 23:32:18:426',11,12.347126,250.563644,32.479111,25.745852,20.2628,0,1,0,0,0
7498,'2023/06/12 23:32:18:439',11,11.595393,227.787582,32.927029,24.122938,21.037075,0,1,0,0,0
7499,'2023/06/12 23:32:18:461',11,11.390422,210.225113,31.425268,23.757227,20.136604,0,1,0,0,0
7500,'2023/06/12 23:32:18:472',11,11.154372,212.560486,28.212942,23.357449,17.720417,0,1,0,0,0
7501,'2023/06/12 23:32:18:484',11,11.189273,221.118637,27.901997,23.445105,18.592516,0,1,0,0,0
7502,'2023/06/12 23:32:18:508',11,11.850304,231.956665,28.979868,24.716833,18.40518,0,1,0,0,0
7503,'2023/06/12 23:32:18:519',11,12.066444,226.032288,30.98917,25.1117,19.427837,0,1,0,0,0
7504,'2023/06/12 23:32:18:542',11,11.407775,206.924698,33.201134,23.538593,20.847895,0,1,0,0,0
7505,'2023/06/12 23:32:18:554',11,11.389161,180.430054,34.533161,23.427198,21.499445,0,1,0,0,0
7506,'2023/06/12 23:32:18:566',11,11.358806,163.975952,35.022236,23.206785,21.107864,0,1,0,0,0
7507,'2023/06/12 23:32:18:589',11,11.364964,164.774597,34.662907,23.02425,21.49262,0,1,0,0,0
7508,'2023/06/12 23:32:18:600',11,11.877527,181.444672,33.876705,24.429178,21.136972,0,1,0,0,0
7509,'2023/06/12 23:32:18:612',11,11.741611,192.55867,32.438847,24.262543,20.004692,0,1,0,0,0
7510,'2023/06/12 23:32:18:635',11,11.294256,191.817368,33.811584,23.203373,21.261011,0,1,0,0,0
7511,'2023/06/12 23:32:18:647',11,11.232392,170.808456,34.959095,23.110905,21.314062,0,1,0,0,0
7512,'2023/06/12 23:32:18:658',11,11.509096,149.523178,35.175079,23.624567,21.207327,0,1,0,0,0
7513,'2023/06/12 23:32:18:682',11,11.482756,153.710724,34.907642,23.573687,21.522474,0,1,0,0,0
7514,'2023/06/12 23:32:18:693',11,11.668988,164.859055,33.419434,24.143705,20.47448,0,1,0,0,0
7515,'2023/06/12 23:32:18:705',11,11.847936,170.890686,33.982121,24.367104,20.899426,0,1,0,0,0
7516,'2023/06/12 23:32:18:728',11,11.071221,162.653992,35.105728,22.662607,21.152563,0,1,0,0,0
7517,'2023/06/12 23:32:18:740',11,10.655348,141.203949,33.78801,21.865929,20.189651,0,1,0,0,0
7518,'2023/06/12 23:32:18:751',11,10.578815,122.664063,33.695427,21.594988,20.121006,0,1,0,0,0
7519,'2023/06/12 23:32:18:774',11,10.014359,115.036781,33.649498,20.539587,19.675091,0,1,0,0,0
7520,'2023/06/12 23:32:18:786',11,10.050477,126.029846,32.617119,20.684301,18.500956,0,1,0,0,0
7521,'2023/06/12 23:32:18:798',11,9.688847,107.49189,30.671881,19.709757,16.962934,0,1,0,0,0
7522,'2023/06/12 23:32:18:821',11,9.58342,92.26416,29.729847,19.577877,16.613348,0,1,0,0,0
7523,'2023/06/12 23:32:18:833',11,9.383156,133.940002,29.268051,19.310514,16.608149,0,1,0,0,0
7524,'2023/06/12 23:32:18:844',11,9.945106,126.615417,30.980988,20.26391,17.728022,0,1,0,0,0
7525,'2023/06/12 23:32:18:868',11,10.712461,107.380615,31.622156,21.835049,17.696432,0,1,0,0,0
7526,'2023/06/12 23:32:18:879',11,11.540222,124.560768,30.228912,23.703569,17.71257,0,1,0,0,0
7527,'2023/06/12 23:32:18:891',11,12.226911,143.233795,31.980511,25.134598,18.679098,0,1,0,0,0
7528,'2023/06/12 23:32:18:914',11,12.122322,145.540909,31.931829,24.829233,18.204931,0,1,0,0,0
7529,'2023/06/12 23:32:18:925',11,11.970317,141.884186,30.651003,24.634863,18.13921,0,1,0,0,0
7530,'2023/06/12 23:32:18:949',11,12.447415,142.140869,32.156933,25.636517,18.65539,0,1,0,0,0
7531,'2023/06/12 23:32:18:960',11,12.778968,151.884628,32.166504,26.343826,18.640457,0,1,0,0,0
7532,'2023/06/12 23:32:18:972',11,13.32976,172.440079,31.563629,27.654234,19.119848,0,1,0,0,0
7533,'2023/06/12 23:32:18:995',11,13.635579,187.794678,33.067883,28.298368,19.482096,0,1,0,0,0
7534,'2023/06/12 23:32:19:006',11,13.124301,188.114182,33.674824,27.168196,20.200678,0,1,0,0,0
7535,'2023/06/12 23:32:19:019',11,12.272112,175.631607,34.257629,25.322184,20.930017,0,1,0,0,0
7536,'2023/06/12 23:32:19:042',11,12.163688,153.487885,35.709457,24.997765,20.850393,0,1,0,0,0
7537,'2023/06/12 23:32:19:053',11,12.162206,141.08786,36.035271,25.008205,21.479925,0,1,0,0,0
7538,'2023/06/12 23:32:19:065',11,13.005453,157.271179,36.017952,26.853687,21.749401,0,1,0,0,0
7539,'2023/06/12 23:32:19:089',11,13.902331,184.318985,35.666817,28.803625,20.954226,0,1,0,0,0
7540,'2023/06/12 23:32:19:100',11,13.586378,197.652161,34.631592,28.209213,20.96871,0,1,0,0,0
7541,'2023/06/12 23:32:19:111',11,12.017571,182.030396,34.320759,24.682653,20.702511,0,1,0,0,0
7542,'2023/06/12 23:32:19:134',11,11.300301,137.892517,34.902088,23.052576,20.177572,0,1,0,0,0
7543,'2023/06/12 23:32:19:146',11,11.088895,109.042061,35.349998,22.732702,20.750122,0,1,0,0,0
7544,'2023/06/12 23:32:19:158',11,11.022911,117.450996,35.246567,22.848703,20.375851,0,1,0,0,0
7545,'2023/06/12 23:32:19:181',11,11.01758,123.932999,34.058998,23.171827,18.987017,0,1,0,0,0
7546,'2023/06/12 23:32:19:192',11,10.371044,109.734612,31.805855,21.867687,18.3377,0,1,0,0,0
7547,'2023/06/12 23:32:19:205',11,10.067225,98.70163,31.619276,20.946997,18.24168,0,1,0,0,0
7548,'2023/06/12 23:32:19:227',11,11.700047,114.798721,32.837692,23.988329,18.420366,0,1,0,0,0
7549,'2023/06/12 23:32:19:239',11,12.652863,148.211166,31.73354,26.031336,18.558247,0,1,0,0,0
7550,'2023/06/12 23:32:19:251',11,12.018562,159.716293,30.835619,24.692402,17.856153,0,1,0,0,0
7551,'2023/06/12 23:32:19:274',11,11.355357,137.707245,30.330313,23.270592,17.402105,0,1,0,0,0
7552,'2023/06/12 23:32:19:285',11,10.70044,109.069847,30.280384,21.813139,17.705879,0,1,0,0,0
7553,'2023/06/12 23:32:19:297',11,11.054359,111.272415,32.116688,23.162758,18.309273,0,1,0,0,0
7554,'2023/06/12 23:32:19:321',11,12.616043,134.694946,33.135017,26.65032,18.775808,0,1,0,0,0
7555,'2023/06/12 23:32:19:332',11,12.885566,155.429214,31.888426,26.973118,18.601629,0,1,0,0,0
7556,'2023/06/12 23:32:19:355',11,12.230498,155.194321,31.503487,25.895847,18.48328,0,1,0,0,0
7557,'2023/06/12 23:32:19:367',11,12.203654,141.012161,32.264511,25.710798,18.841415,0,1,0,0,0
7558,'2023/06/12 23:32:19:378',11,11.823409,127.324265,31.874704,24.988789,18.23662,0,1,0,0,0
7559,'2023/06/12 23:32:19:401',11,11.867702,132.270599,31.887238,24.811762,18.606426,0,1,0,0,0
7560,'2023/06/12 23:32:19:413',11,13.026463,148.247528,33.136009,26.808382,19.335474,0,1,0,0,0
7561,'2023/06/12 23:32:19:425',11,13.337844,162.454102,32.102581,27.469643,18.309772,0,1,0,0,0
7562,'2023/06/12 23:32:19:448',11,13.043188,170.353317,32.196087,26.836567,19.216627,0,1,0,0,0
7563,'2023/06/12 23:32:19:459',11,13.453995,168.329514,34.087841,27.905708,19.927906,0,1,0,0,0
7564,'2023/06/12 23:32:19:472',11,13.125626,163.415741,32.289951,27.202082,18.144953,0,1,0,0,0
7565,'2023/06/12 23:32:19:494',11,12.542696,160.862122,31.505447,26.20262,18.969633,0,1,0,0,0
7566,'2023/06/12 23:32:19:506',11,12.061057,148.554367,32.985714,25.147697,19.288916,0,1,0,0,0
7567,'2023/06/12 23:32:19:517',11,11.476629,127.585335,31.354881,23.922878,17.442633,0,1,0,0,0
7568,'2023/06/12 23:32:19:541',11,11.55964,123.880997,31.370956,24.203352,18.522568,0,1,0,0,0
7569,'2023/06/12 23:32:19:553',11,12.969541,144.266129,32.603119,27.013042,18.728146,0,1,0,0,0
7570,'2023/06/12 23:32:19:564',11,13.622401,170.319931,30.37714,28.214985,17.073208,0,1,0,0,0
7571,'2023/06/12 23:32:19:588',11,13.676906,187.356461,30.894911,28.583185,18.727299,0,1,0,0,0
7572,'2023/06/12 23:32:19:599',11,13.740541,189.654892,32.950947,29.007692,19.188385,0,1,0,0,0
7573,'2023/06/12 23:32:19:611',11,13.291739,174.988068,31.40451,28.097,18.12768,0,1,0,0,0
7574,'2023/06/12 23:32:19:634',11,12.916561,166.998474,32.776489,27.462643,20.108553,0,1,0,0,0
7575,'2023/06/12 23:32:19:646',11,13.202686,169.789932,34.502968,28.131021,20.243576,0,1,0,0,0
7576,'2023/06/12 23:32:19:657',11,12.780528,168.916504,32.065136,27.280399,18.943415,0,1,0,0,0
7577,'2023/06/12 23:32:19:680',11,12.030965,156.577332,32.734734,25.31488,19.830275,0,1,0,0,0
7578,'2023/06/12 23:32:19:691',11,11.906916,140.093948,33.673866,24.905043,19.432606,0,1,0,0,0
7579,'2023/06/12 23:32:19:704',11,12.138959,135.641052,31.351152,25.489065,18.097271,0,1,0,0,0
7580,'2023/06/12 23:32:19:726',11,12.251247,146.363205,31.359051,25.73571,18.649744,0,1,0,0,0
7581,'2023/06/12 23:32:19:738',11,12.690299,156.993866,31.671309,26.668819,18.347393,0,1,0,0,0
7582,'2023/06/12 23:32:19:761',11,12.728843,160.703506,30.531862,26.849651,17.829287,0,1,0,0,0
7583,'2023/06/12 23:32:19:773',11,11.977701,152.667007,30.597429,25.22534,17.79966,0,1,0,0,0
7584,'2023/06/12 23:32:19:784',11,11.017733,134.633163,30.21258,23.336264,17.467985,0,1,0,0,0
7585,'2023/06/12 23:32:19:808',11,10.505979,113.157349,29.53903,22.357119,17.279556,0,1,0,0,0
7586,'2023/06/12 23:32:19:820',11,10.845197,112.01815,29.595779,23.350992,16.74239,0,1,0,0,0
7587,'2023/06/12 23:32:19:831',11,10.87938,123.507278,28.613806,23.123011,16.371523,0,1,0,0,0
7588,'2023/06/12 23:32:19:855',11,10.565778,121.161346,28.057465,22.406576,16.594639,0,1,0,0,0
7589,'2023/06/12 23:32:19:866',11,10.301468,110.335892,28.77508,22.119457,16.089819,0,1,0,0,0
7590,'2023/06/12 23:32:19:878',11,9.914148,107.821587,26.092119,21.61401,14.516491,0,1,0,0,0
7591,'2023/06/12 23:32:19:901',11,9.917745,107.996277,22.067654,22.762161,12.194578,0,1,0,0,0
7592,'2023/06/12 23:32:19:912',11,7.810808,87.570114,16.244087,18.41324,8.292655,0,1,0,0,0
7593,'2023/06/12 23:32:19:924',11,8.200371,50.077618,10.821018,19.973783,6.131988,0,1,0,0,0
7594,'2023/06/12 23:32:19:947',11,9.551474,98.182785,12.107153,21.654819,10.782831,0,1,0,0,0
7595,'2023/06/12 23:32:19:958',11,8.485968,114.332222,14.381733,17.323101,14.251098,0,1,0,0,0
7596,'2023/06/12 23:32:19:971',11,8.697451,66.317841,14.908582,14.162106,14.68501,0,1,0,0,0
7597,'2023/06/12 23:32:19:993',11,10.771462,67.366669,21.629519,14.616973,22.340267,0,1,0,0,0
7598,'2023/06/12 23:32:20:005',11,12.673284,68.102158,27.253191,18.19702,22.950756,0,1,0,0,0
7599,'2023/06/12 23:32:20:017',11,12.706722,51.960716,22.615637,28.696579,17.005354,0,1,0,0,0
7600,'2023/06/12 23:32:20:040',11,10.452619,36.510525,28.640318,29.072922,21.275614,0,1,0,0,0
7601,'2023/06/12 23:32:20:051',11,11.30453,31.150181,37.244549,16.301596,15.640389,0,1,0,0,0
7602,'2023/06/12 23:32:20:063',11,18.851934,26.384932,43.118713,10.446154,10.809282,0,1,0,0,0
7603,'2023/06/12 23:32:20:087',11,22.639956,25.550728,40.287159,9.362885,13.255347,0,1,0,0,0
7604,'2023/06/12 23:32:20:098',11,16.996868,27.192219,38.097355,11.258599,11.712196,0,1,0,0,0
7605,'2023/06/12 23:32:20:109',11,10.35048,26.868259,34.438091,12.684501,10.793459,0,1,0,0,0
7606,'2023/06/12 23:32:20:133',11,10.656986,28.180899,26.521437,11.565889,9.638138,0,1,0,0,0
7607,'2023/06/12 23:32:20:144',11,11.978424,23.505085,22.393995,7.573391,7.211947,0,1,0,0,0
7608,'2023/06/12 23:32:20:157',11,10.701285,13.45571,15.177904,3.049284,4.131831,0,1,0,0,0
7609,'2023/06/12 23:32:20:179',11,3.988721,5.43874,6.675653,1.11837,1.802025,0,1,0,0,0
7610,'2023/06/12 23:32:20:191',11,1.938373,1.111337,1.546558,0.42416,1.039309,0,1,0,0,0
7611,'2023/06/12 23:32:20:214',11,0.131538,0.222876,0.829917,0.063847,0.615212,0,1,0,0,0
7612,'2023/06/12 23:32:20:225',11,0.006602,0.101753,0.488529,0.022001,0.377064,0,1,0,0,0
7613,'2023/06/12 23:32:20:238',11,0.000961,0.048727,0.296515,0.0082,0.230781,0,1,0,0,0
7614,'2023/06/12 23:32:20:260',11,0.000237,0.023122,0.178893,0.003069,0.141094,0,1,0,0,0
7615,'2023/06/12 23:32:20:272',11,0.000064,0.010807,0.105456,0.001147,0.086151,0,1,0,0,0
7616,'2023/06/12 23:32:20:284',11,0.000017,0.005099,0.064592,0.000426,0.052523,0,1,0,0,0
7617,'2023/06/12 23:32:20:307',11,0.000004,0.002442,0.038393,0.000158,0.031983,0,1,0,0,0
7618,'2023/06/12 23:32:20:319',11,0.000001,0.001158,0.022902,0.000059,0.019459,0,1,0,0,0
7619,'2023/06/12 23:32:20:330',11,0,0.000541,0.014005,0.000022,0.011835,0,1,0,0,0
7620,'2023/06/12 23:32:20:354',11,0,0.000255,0.008243,0.000008,0.0072,0,1,0,0,0
7621,'2023/06/12 23:32:20:365',11,0,0.000122,0.004993,0.000003,0.004383,0,1,0,0,0
7622,'2023/06/12 23:32:20:376',11,0,0.000058,0.003019,0.000001,0.002671,0,1,0,0,0
7623,'2023/06/12 23:32:20:400',11,0,0.000027,0.001778,0,0.00163,0,1,0,0,0
7624,'2023/06/12 23:32:20:411',11,0,0.000013,0.001088,0,0.000997,0,1,0,0,0
7625,'2023/06/12 23:32:20:423',11,0,0.000006,0.000648,0,0.00061,0,1,0,0,0
7626,'2023/06/12 23:32:20:446',11,0,0.000003,0.000386,0,0.000374,0,1,0,0,0
7627,'2023/06/12 23:32:20:458',11,0,0.000001,0.000236,0,0.000229,0,1,0,0,0
7628,'2023/06/12 23:32:20:470',11,0,0.000001,0.000139,0,0.00014,0,1,0,0,0
7629,'2023/06/12 23:32:20:493',11,0,0,0.000084,0,0.000086,0,1,0,0,0
7630,'2023/06/12 23:32:20:504',11,0,0,0.000051,0,0.000053,0,1,0,0,0
7631,'2023/06/12 23:32:20:516',11,0,0,0.00003,0,0.000032,0,1,0,0,0
7632,'2023/06/12 23:32:20:539',11,0,0,0.000018,0,0.00002,0,1,0,0,0
7633,'2023/06/12 23:32:20:551',11,0,0,0.000011,0,0.000012,0,1,0,0,0
7634,'2023/06/12 23:32:20:562',11,0,0,0.000006,0,0.000007,0,1,0,0,0
7635,'2023/06/12 23:32:20:586',11,0,0,0.000004,0,0.000004,0,1,0,0,0
7636,'2023/06/12 23:32:20:597',11,0,0,0.000002,0,0.000003,0,1,0,0,0
7637,'2023/06/12 23:32:20:621',11,0,0,0.000001,0,0.000002,0,1,0,0,0
7638,'2023/06/12 23:32:20:632',11,0,0,0.000001,0,0.000001,0,1,0,0,0
7639,'2023/06/12 23:32:20:644',11,0,0,0.000001,0,0.000001,0,1,0,0,0
7640,'2023/06/12 23:32:20:667',11,0,0,0,0,0,0,1,0,0,0
7641,'2023/06/12 23:32:20:678',11,0,0,0,0,0,0,1,0,0,0
7642,'2023/06/12 23:32:20:691',11,0,0,0,0,0,0,1,0,0,0
7643,'2023/06/12 23:32:20:713',11,0,0,0,0,0,0,1,0,0,0
7644,'2023/06/12 23:32:20:725',11,0,0,0,0,0,0,1,0,0,0
7645,'2023/06/12 23:32:20:737',11,0,0,0,0,0,0,1,0,0,0
7646,'2023/06/12 23:32:20:760',11,0,0,0,0,0,0,1,0,0,0
7647,'2023/06/12 23:32:20:771',11,0,0,0,0,0,0,1,0,0,0
7648,'2023/06/12 23:32:20:783',11,0,0,0,0,0,0,1,0,0,0
7649,'2023/06/12 23:32:20:806',11,0,0,0,0,0,0,1,0,0,0
7650,'2023/06/12 23:32:20:818',11,0,0,0,0,0,0,1,0,0,0
7651,'2023/06/12 23:32:20:829',11,0,0,0,0,0,0,1,0,0,0
7652,'2023/06/12 23:32:20:853',11,0,0,0,0,0,0,1,0,0,0
7653,'2023/06/12 23:32:20:864',11,0,0,0,0,0,0,1,0,0,0
7654,'2023/06/12 23:32:20:876',11,0,0,0,0,0,0,1,0,0,0
7655,'2023/06/12 23:32:20:899',11,0,0,0,0,0,0,1,0,0,0
7656,'2023/06/12 23:32:20:911',11,0,0,0,0,0,0,1,0,0,0
7657,'2023/06/12 23:32:20:923',11,0,0,0,0,0,0,1,0,0,0
7658,'2023/06/12 23:32:20:946',11,0,0,0,0,0,0,1,0,0,0
7659,'2023/06/12 23:32:20:957',11,0,0,0,0,0,0,1,0,0,0
7660,'2023/06/12 23:32:20:969',11,0,0,0,0,0,0,1,0,0,0
7661,'2023/06/12 23:32:20:992',11,0,0,0,0,0,0,1,0,0,0
7662,'2023/06/12 23:32:21:003',11,0,0,0,0,0,0,1,0,0,0
7663,'2023/06/12 23:32:21:027',11,0,0,0,0,0,0,1,0,0,0
7664,'2023/06/12 23:32:21:038',11,0,0,0,0,0,0,1,0,0,0
7665,'2023/06/12 23:32:21:050',11,0,0,0,0,0,0,1,0,0,0
7666,'2023/06/12 23:32:21:073',11,0,0,0,0,0,0,1,0,0,0
7667,'2023/06/12 23:32:21:085',11,0,0,0,0,0,0,1,0,0,0
7668,'2023/06/12 23:32:21:097',11,0,0,0,0,0,0,1,0,0,0
7669,'2023/06/12 23:32:21:120',11,0,0,0,0,0,0,1,0,0,0
7670,'2023/06/12 23:32:21:131',11,0,0,0,0,0,0,1,0,0,0
7671,'2023/06/12 23:32:21:143',11,0,0,0,0,0,0,1,0,0,0
7672,'2023/06/12 23:32:21:166',11,0,0,0,0,0,0,1,0,0,0
7673,'2023/06/12 23:32:21:178',11,0,0,0,0,0,0,1,0,0,0
7674,'2023/06/12 23:32:21:190',11,0,0,0,0,0,0,1,0,0,0
7675,'2023/06/12 23:32:21:212',11,0,0,0,0,0,0,1,0,0,0
7676,'2023/06/12 23:32:21:224',11,0,0,0,0,0,0,1,0,0,0
7677,'2023/06/12 23:32:21:236',11,0,0,0,0,0,0,1,0,0,0
7678,'2023/06/12 23:32:21:259',11,0,0,0,0,0,0,1,0,0,0
7679,'2023/06/12 23:32:21:270',11,0,0,0,0,0,0,1,0,0,0
7680,'2023/06/12 23:32:21:282',11,0,0,0,0,0,0,1,0,0,0
7681,'2023/06/12 23:32:21:306',11,0,0,0,0,0,0,1,0,0,0
7682,'2023/06/12 23:32:21:317',11,0,0,0,0,0,0,1,0,0,0
7683,'2023/06/12 23:32:21:329',11,0,0,0,0,0,0,1,0,0,0
7684,'2023/06/12 23:32:21:352',11,0,0,0,0,0,0,1,0,0,0
7685,'2023/06/12 23:32:21:363',11,0,0,0,0,0,0,1,0,0,0
7686,'2023/06/12 23:32:21:375',11,0,0,0,0,0,0,1,0,0,0
7687,'2023/06/12 23:32:21:398',11,0,0,0,0,0,0,1,0,0,0
7688,'2023/06/12 23:32:21:410',11,0,0,0,0,0,0,1,0,0,0
7689,'2023/06/12 23:32:21:433',11,0,0,0,0,0,0,1,0,0,0
7690,'2023/06/12 23:32:21:445',11,0,0,0,0,0,0,1,0,0,0
7691,'2023/06/12 23:32:21:457',11,0,0,0,0,0,0,1,0,0,0
7692,'2023/06/12 23:32:21:479',11,0,0,0,0,0,0,1,0,0,0
7693,'2023/06/12 23:32:21:491',11,0,0,0,0,0,0,1,0,0,0
7694,'2023/06/12 23:32:21:503',11,0,0,0,0,0,0,1,0,0,0
7695,'2023/06/12 23:32:21:526',11,0,0,0,0,0,0,1,0,0,0
7696,'2023/06/12 23:32:21:537',11,0,0,0,0,0,0,1,0,0,0
7697,'2023/06/12 23:32:21:549',11,0,0,0,0,0,0,1,0,0,0
7698,'2023/06/12 23:32:21:573',11,0,0,0,0,0,0,1,0,0,0
7699,'2023/06/12 23:32:21:584',11,0,0,0,0,0,0,1,0,0,0
7700,'2023/06/12 23:32:21:596',11,0,0,0,0,0,0,1,0,0,0
7701,'2023/06/12 23:32:21:619',11,0,0,0,0,0,0,1,0,0,0
7702,'2023/06/12 23:32:21:630',11,0,0,0,0,0,0,1,0,0,0
7703,'2023/06/12 23:32:21:642',11,0,0,0,0,0,0,1,0,0,0
7704,'2023/06/12 23:32:21:665',11,0,0,0,0,0,0,1,0,0,0
7705,'2023/06/12 23:32:21:677',11,0,0,0,0,0,0,1,0,0,0
7706,'2023/06/12 23:32:21:689',11,0,0,0,0,0,0,1,0,0,0
7707,'2023/06/12 23:32:21:712',11,0,0,0,0,0,0,1,0,0,0
7708,'2023/06/12 23:32:21:723',11,0,0,0,0,0,0,1,0,0,0
7709,'2023/06/12 23:32:21:735',11,0,0,0,0,0,0,1,0,0,0
7710,'2023/06/12 23:32:21:758',11,0,0,0,0,0,0,1,0,0,0
7711,'2023/06/12 23:32:21:770',11,0,0,0,0,0,0,1,0,0,0
7712,'2023/06/12 23:32:21:782',11,0,0,0,0,0,0,1,0,0,0
7713,'2023/06/12 23:32:21:805',11,0,0,0,0,0,0,1,0,0,0
7714,'2023/06/12 23:32:21:816',11,0,0,0,0,0,0,1,0,0,0
7715,'2023/06/12 23:32:21:839',11,0,0,0,0,0,0,1,0,0,0
7716,'2023/06/12 23:32:21:851',11,0,0,0,0,0,0,1,0,0,0
7717,'2023/06/12 23:32:21:863',11,0,0,0,0,0,0,1,0,0,0
7718,'2023/06/12 23:32:21:887',11,0,0,0,0,0,0,1,0,0,0
7719,'2023/06/12 23:32:21:897',11,0,0,0,0,0,0,1,0,0,0
7720,'2023/06/12 23:32:21:909',11,0,0,0,0,0,0,1,0,0,0
7721,'2023/06/12 23:32:21:932',11,0,0,0,0,0,0,1,0,0,0
7722,'2023/06/12 23:32:21:944',11,0,0,0,0,0,0,1,0,0,0
7723,'2023/06/12 23:32:21:956',11,0,0,0,0,0,0,1,0,0,0
7724,'2023/06/12 23:32:21:979',11,0,0,0,0,0,0,1,0,0,0
7725,'2023/06/12 23:32:21:990',11,0,0,0,0,0,0,1,0,0,0
7726,'2023/06/12 23:32:22:002',11,0,0,0,0,0,0,1,0,0,0
7727,'2023/06/12 23:32:22:025',11,0,0,0,0,0,0,1,0,0,0
7728,'2023/06/12 23:32:22:037',11,0,0,0,0,0,0,1,0,0,0
7729,'2023/06/12 23:32:22:048',11,0,0,0,0,0,0,1,0,0,0
7730,'2023/06/12 23:32:22:072',11,0,0,0,0,0,0,1,0,0,0
7731,'2023/06/12 23:32:22:083',11,0,0,0,0,0,0,1,0,0,0
7732,'2023/06/12 23:32:22:095',11,0,0,0,0,0,0,1,0,0,0
7733,'2023/06/12 23:32:22:118',11,0,0,0,0,0,0,1,0,0,0
7734,'2023/06/12 23:32:22:130',11,0,0,0,0,0,0,1,0,0,0
7735,'2023/06/12 23:32:22:141',11,0,0,0,0,0,0,1,0,0,0
7736,'2023/06/12 23:32:22:164',11,0,0,0,0,0,0,1,0,0,0
7737,'2023/06/12 23:32:22:176',11,0,0,0,0,0,0,1,0,0,0
7738,'2023/06/12 23:32:22:188',11,0,0,0,0,0,0,1,0,0,0
7739,'2023/06/12 23:32:22:211',11,0,0,0,0,0,0,1,0,0,0
7740,'2023/06/12 23:32:22:222',11,0,0,0,0,0,0,1,0,0,0
7741,'2023/06/12 23:32:22:234',11,0,0,0,0,0,0,1,0,0,0
7742,'2023/06/12 23:32:22:257',11,0,0,0,0,0,0,1,0,0,0
7743,'2023/06/12 23:32:22:269',11,0,0,0,0,0,0,1,0,0,0
7744,'2023/06/12 23:32:22:292',11,0,0,0,0,0,0,1,0,0,0
7745,'2023/06/12 23:32:22:304',11,0,0,0,0,0,0,1,0,0,0
7746,'2023/06/12 23:32:22:315',11,0,0,0,0,0,0,1,0,0,0
7747,'2023/06/12 23:32:22:339',11,0,0,0,0,0,0,1,0,0,0
7748,'2023/06/12 23:32:22:350',11,0,0,0,0,0,0,1,0,0,0
7749,'2023/06/12 23:32:22:362',11,0,0,0,0,0,0,1,0,0,0
7750,'2023/06/12 23:32:22:385',11,0,0,0,0,0,0,1,0,0,0
7751,'2023/06/12 23:32:22:397',11,0,0,0,0,0,0,1,0,0,0
7752,'2023/06/12 23:32:22:408',11,0,0,0,0,0,0,1,0,0,0
7753,'2023/06/12 23:32:22:431',11,0,0,0,0,0,0,1,0,0,0
7754,'2023/06/12 23:32:22:443',11,0,0,0,0,0,0,1,0,0,0
7755,'2023/06/12 23:32:22:455',11,0,0,0,0,0,0,1,0,0,0
7756,'2023/06/12 23:32:22:478',11,0,0,0,0,0,0,1,0,0,0
7757,'2023/06/12 23:32:22:489',11,0,0,0,0,0,0,1,0,0,0
7758,'2023/06/12 23:32:22:501',11,0,0,0,0,0,0,1,0,0,0
7759,'2023/06/12 23:32:22:524',11,0,0,0,0,0,0,1,0,0,0
7760,'2023/06/12 23:32:22:537',11,0,0,0,0,0,0,1,0,0,0
7761,'2023/06/12 23:32:22:548',11,0,0,0,0,0,0,1,0,0,0
7762,'2023/06/12 23:32:22:571',11,0,0,0,0,0,0,1,0,0,0
7763,'2023/06/12 23:32:22:582',11,0,0,0,0,0,0,1,0,0,0
7764,'2023/06/12 23:32:22:594',11,0,0,0,0,0,0,1,0,0,0
7765,'2023/06/12 23:32:22:617',11,0,0,0,0,0,0,1,0,0,0
7766,'2023/06/12 23:32:22:629',11,0,0,0,0,0,0,1,0,0,0
7767,'2023/06/12 23:32:22:640',11,0,0,0,0,0,0,1,0,0,0
7768,'2023/06/12 23:32:22:664',11,0,0,0,0,0,0,1,0,0,0
7769,'2023/06/12 23:32:22:675',11,0,0,0,0,0,0,1,0,0,0
7770,'2023/06/12 23:32:22:698',11,0,0,0,0,0,0,1,0,0,0
